Category,Word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Gum,"Form, Material","Form, Material",Material,"Form, Material",Form,Form,"Form, Color",Material,"Form, Material",Form,"Form, Material","Form, Color",Material,"Form, Material",Form,Form,"Form, Color","Form, Material","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Material,Not applicable,"Form, Material",Material,Form
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Chicken,"Form, Material","Form, Color",Form,Material,Form,Form,Not applicable,"Color, Material","Form, Material",Form,"Form, Material",Not applicable,"Color, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Form,"Color, Material",Material,Form
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Carrot,"Form, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Color, Material",Not applicable,"Form, Color, Material","Form, Color",Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,"Form, Material",Form,"Color, Material",Material,Form
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Donut,"Form, Material",Form,Form,Form,Form,Form,"Form, Color, Material",Form,"Form, Color, Material",Form,"Form, Color, Material","Form, Material","Form, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Material",Form,Form,"Form, Material",Form,"Form, Material",Form,Form,Material,Form
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Strawberry,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Color, Material",Not applicable,"Form, Color, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,Material,Form,Material,Material,Form
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Peanut,"Form, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Material",Not applicable,"Form, Color, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Color, Material",Form,Form,"Form, Material",Form,Material,Form,Material,Material,Form
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Rice Cake,"Form, Material","Form, Material",Material,Form,Form,Form,"Form, Color, Material",Material,"Form, Material",Form,"Form, Material","Form, Color, Material",Material,Form,Form,Form,Form,Form,"Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
6-1. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Ramen,"Form, Material","Form, Color, Material",Form,Form,Form,Form,"Form, Color","Form, Color, Material","Form, Material",Form,"Form, Material","Form, Color, Material","Form, Color, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Material",Form,"Color, Material","Form, Material",Form,Form,Form,Color,Material,Form
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Melon,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Color, Material","Form, Color","Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,"Form, Color",Form,"Form, Material",Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Radish,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Material",Form,"Form, Color, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Color, Material",Form,Form,"Form, Material",Form,Color,Form,Material,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Water,Material,"Form, Material",Material,Material,Form,Form,Not applicable,"Color, Material","Form, Color, Material",Material,"Form, Material",Material,Material,"Form, Material","Form, Material","Color, Material","Form, Color, Material","Color, Material","Form, Material","Form, Material",Material,"Color, Material","Form, Material","Form, Material",Form,Form,"Form, Color",Form,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Banana,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Color, Material","Form, Color","Form, Color, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,Color,Form,"Color, Material",Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Chestnut,"Form, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Material",Form,"Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Material",Form,"Form, Material",Form,Color,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Napa Cabbage,"Form, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Material",Form,"Form, Color, Material",Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Material",Form,Form,"Form, Material",Form,"Form, Material",Form,Color,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Peach,"Form, Color, Material","Form, Color",Form,Form,Form,Form,"Color, Not applicable",Form,"Form, Color, Material",Form,"Form, Color, Material","Form, Color","Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,"Form, Material",Form,"Form, Material",Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Bread,Material,"Form, Material","Form, Material","Form, Material",Form,Form,"Form, Color, Material","Color, Material","Form, Color, Material",Form,"Form, Material","Form, Material",Material,Form,Form,Form,Form,"Form, Color, Material","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Form,Color,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Apple,"Form, Material","Form, Color",Form,Form,Form,Form,"Form, Color",Form,"Form, Color, Material",Form,"Form, Color, Material","Form, Color, Material","Form, Material",Form,Form,Form,"Form, Color","Form, Material","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,Material,Form,"Form, Color",Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Carbonated Drink,Material,"Form, Material",Material,"Form, Material",Form,Form,Not applicable,"Color, Material","Form, Color, Material",Form,"Form, Material",Not applicable,Material,"Form, Material",Form,Form,"Form, Color","Color, Material","Form, Material","Form, Material",Form,"Color, Material","Form, Material",Form,Material,Form,"Form, Material",Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Candy,"Form, Material","Form, Material","Form, Material","Form, Material",Form,Form,"Form, Color","Color, Material","Form, Material",Form,"Form, Material","Form, Color, Material",Material,Form,Form,Form,Form,"Form, Color, Material","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Not applicable,Material,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Fish,"Form, Material",Form,Form,"Form, Material",Form,Form,"Form, Color","Color, Material","Form, Material",Form,"Form, Material","Form, Color","Form, Material",Form,Form,Form,Form,"Form, Material","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Material,Not applicable,Color,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Sugar,Material,"Form, Material",Material,Color,Form,Form,"Form, Color",Material,"Form, Color, Material",Form,"Form, Material","Form, Color, Material",Material,"Form, Color, Material",Form,"Color, Material","Form, Color","Form, Material","Form, Material",Not applicable,Material,"Color, Material",Material,Form,"Form, Material",Form,Material,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Salt,Material,"Form, Material",Material,"Form, Material",Form,Form,"Form, Material",Material,"Form, Color, Material",Form,"Form, Material","Form, Color, Material",Material,"Form, Color, Material",Form,Form,Form,"Form, Material","Form, Material",Not applicable,Material,"Color, Material",Material,Form,"Form, Material",Form,Color,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Watermelon,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Form,Form,"Form, Color, Material",Form,"Form, Color, Material","Form, Color","Form, Color, Material",Form,Form,Form,Form,"Form, Color, Material","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,Form,Form,Color,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Spaghetti,"Form, Material","Form, Material","Form, Material","Form, Material",Form,Form,"Form, Color","Color, Material","Form, Color, Material",Form,"Form, Material","Form, Color","Form, Material",Form,Form,Form,Form,"Form, Color","Form, Material","Form, Material",Form,Color,"Form, Material",Form,"Form, Material",Form,Color,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Rice,"Form, Material","Form, Color",Form,"Form, Material",Form,Form,Form,"Form, Color, Material","Form, Color, Material",Form,"Form, Material","Form, Color, Material","Form, Color, Material",Form,Form,Form,Form,"Form, Material","Form, Material","Form, Material",Form,Form,Material,Form,Color,Form,Material,Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Ice Cream,Material,"Form, Material",Material,"Form, Material",Form,Form,Form,"Form, Color, Material","Form, Material",Form,"Form, Color, Material","Form, Color, Material",Material,Form,Form,Form,Form,"Form, Material","Form, Material","Form, Material",Form,Form,"Form, Material",Form,"Form, Color, Material",Form,"Form, Color",Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Ice ,"Form, Material","Form, Material",Material,"Form, Material",Form,Form,Not applicable,Form,"Form, Material",Form,"Form, Material",Not applicable,Material,Form,Form,Form,Form,"Form, Material","Form, Material","Form, Material",Form,"Form, Material",Material,Form,Form,Not applicable,"Color, Material",Material,Material
6-2. Food (20): Under which categories can we classify the following word? Please select all appropriate criteria.,Orange,"Form, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Form,"Form, Color, Material","Form, Color","Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,"Color, Material",Form,Color,Material,Material
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Corn,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Color,Form,"Form, Color, Material",Material,"Form, Color, Material","Form, Color","Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Material",Form,"Form, Color, Material",Form,Form,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Yogurt,Material,"Form, Material",Material,Material,Form,"Form, Material",Not applicable,Material,"Form, Material",Material,"Form, Material","Form, Color","Color, Material",Form,Form,"Color, Material","Form, Color","Form, Material","Form, Material","Form, Material",Color,"Color, Material","Form, Material",Form,"Form, Color, Material",Form,Material,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Milk,Material,"Form, Material",Material,"Form, Material",Form,"Form, Material",Not applicable,"Color, Material","Form, Color, Material",Material,"Form, Material",Material,"Color, Material","Form, Color","Form, Material","Color, Material","Form, Color","Form, Material","Form, Material","Form, Color, Material",Form,"Color, Material",Material,Form,"Form, Material",Form,Material,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Food,"Form, Color, Material",Not applicable,Material,Not applicable,Form,"Form, Material","Form, Color, Material","Form, Color, Material","Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material",Not applicable,"Form, Material",Form,"Form, Color, Material","Form, Color",Not applicable,"Form, Material","Form, Color, Material",Form,Form,Material,Form,"Form, Material",Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Juice,Material,"Form, Material",Material,Material,Form,"Form, Material",Material,Material,"Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material",Material,"Form, Color, Material","Form, Material","Color, Material",Form,"Color, Material","Form, Material",Color,Color,"Color, Material",Material,Form,"Form, Material",Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Chocolate,"Color, Material","Form, Color","Form, Material",Material,Form,Material,"Form, Color, Material","Color, Material","Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material",Material,"Form, Color","Form, Material",Form,"Form, Color","Color, Material","Form, Material","Form, Color, Material",Color,Form,"Form, Color, Material",Form,"Form, Material",Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Cheese,"Color, Material","Form, Material","Form, Material",Material,Form,"Form, Material","Form, Color, Material","Form, Color, Material","Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material",Material,Form,"Form, Material",Form,"Form, Color","Color, Material","Form, Material","Form, Color, Material",Color,"Form, Color",Material,Form,Color,Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Coffee,"Color, Material","Form, Color, Material",Material,Material,Form,Material,Not applicable,"Color, Material","Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material",Material,"Form, Color","Form, Material","Color, Material","Form, Color","Color, Material","Form, Material",Color,Color,"Color, Material",Material,Form,Color,Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Cake,"Form, Color, Material",Form,Form,"Form, Material",Form,Form,"Form, Color, Material","Form, Material","Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material",Material,Form,Form,Form,Form,"Form, Color","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Form,"Form, Color",Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Coke/Cola,"Color, Material","Form, Color, Material",Material,"Form, Material",Form,Material,Not applicable,"Color, Material","Form, Color, Material",Material,"Form, Color, Material",Material,"Color, Material","Form, Color","Form, Material","Color, Material","Form, Color","Color, Material","Form, Material",Color,Color,"Color, Material",Material,Form,Color,Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Beans,"Form, Material",Form,Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Material,"Form, Material","Form, Color, Material","Form, Material",Form,Form,Form,Form,"Form, Color","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Tomato,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Form,Form,"Form, Color, Material",Material,"Form, Color, Material","Form, Color","Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,Material,Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Grape,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Not applicable,Form,"Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material","Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Color, Material",Form,Form,"Form, Color, Material",Form,Color,Form,Material,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Pizza,"Color, Material",Form,Form,Form,Form,Form,"Form, Material, Not applicable",Form,"Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material","Form, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Color,Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Hot Dog,"Form, Material",Form,Form,Form,Form,Form,"Material, Not applicable",Form,"Form, Color, Material",Material,"Form, Color, Material","Form, Color, Material","Form, Color, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Hamburger,"Form, Material",Form,Form,Form,Form,Form,Material,Form,"Form, Color, Material",Material,"Form, Color, Not applicable","Form, Color, Material","Form, Material",Form,Form,Form,"Form, Color","Form, Color","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Form,Form,"Form, Color",Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Hotteok (Korean Pancake),"Form, Material",Form,Form,Form,Form,Form,Material,Form,"Form, Color, Material",Material,"Form, Material","Form, Color, Material","Form, Color, Material",Form,Form,Form,Form,"Form, Color","Form, Material","Form, Material",Form,Form,"Form, Material",Form,"Form, Color",Form,Color,Material,Form
6-3. Food (18): Under which categories can we classify the following word? Please select all appropriate criteria.,Pumpkin,"Form, Material","Form, Color",Form,Form,Form,Form,"Form, Color, Material",Form,"Form, Color, Material",Material,"Form, Material","Form, Color, Material","Form, Color, Material",Form,Form,Form,Form,"Form, Color","Form, Material","Form, Material",Form,Form,"Form, Material",Form,Color,Form,Color,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Pepper,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material","Form, Color",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Ear,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material","Form, Material",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Eye,Form,"Form, Color",Form,Form,Form,Form,"Form, Color",Color,"Form, Color",Form,"Form, Color, Material","Form, Color, Material",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Leg,Form,Form,Form,Form,Form,Form,"Form, Color",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Back,Not applicable,Form,Form,Material,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Anus,Not applicable,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material","Form, Color","Form, Material",Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Head,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Color, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,"Form, Material",Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Hair,"Form, Material","Form, Color, Material",Form,Form,Form,Form,"Form, Color",Form,"Form, Color",Form,"Form, Color, Material","Form, Color, Material","Form, Material","Form, Color",Form,Form,Form,"Form, Color","Form, Material","Form, Color",Form,"Form, Color","Form, Material",Form,"Form, Material",Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Neck,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Body,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Knee,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material","Form, Color",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Foot,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Ankle,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Toenail,Form,"Form, Material",Form,Form,Form,Form,Form,Form,"Form, Material",Form,"Form, Material","Form, Color","Form, Material",Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,"Form, Material",Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Stomach,Not applicable,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-1. Parts of the Body (16):Under which categories can we classify the following word? Please select all appropriate criteria.,Belly Button,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Color",Form,"Form, Material","Form, Color","Form, Material",Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Cheek,해당사항 없음,Form,Form,"Form, Color",Form,Form,"Form, Color",Form,"Form, Material",Form,"Form, Material","Color, Material",Form,해당사항 없음,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Hand,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material","Form, Color",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Finger,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,"Form, Material","Form, Color",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Shoulder,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Face,Form,Form,Form,"Form, Color",Form,Form,Form,Form,Form,Form,"Form, Color, Material","Form, Color",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Butt,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material","Form, Color, Material",Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Tooth/Teeth,"Form, Material","Form, Color, Material",Form,Form,Form,Form,"Form, Color",Form,"Form, Color, Material",Form,"Form, Material","Form, Color","Form, Color, Material",Form,Form,Form,Form,"Form, Color","Form, Material","Form, Color",Form,Form,"Form, Material",Form,"Form, Material",Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Mouth,Form,"Form, Color",Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,"Form, Material",Form,Form,Form,Form,"Form, Color","Form, Material",Form,Form,"Form, Color","Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Lips,Form,"Form, Color",Form,Form,Form,Form,"Form, Color","Form, Color","Form, Color",Form,"Form, Color, Material","Form, Color, Material","Form, Color, Material","Form, Color",Form,Form,Form,"Form, Color","Form, Material","Form, Color",Form,"Form, Color","Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Nose,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,"Form, Material",Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Chin,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Arm,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Blood,"Color, Material","Form, Color, Material",Material,Form,Form,Form,"Form, Color, Material, 해당사항 없음","Color, Material","Form, Color, Material",Material,"Color, Material","Color, Material","Color, Material","Color, Material","Form, Material",Form,Form,"Color, Material","Form, Material","Form, Color",Form,"Color, Material","Form, Color, Material",Form,"Form, Color, Material",Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Waist,Form,Form,Form,Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,Form,Form,Form,Form,"Form, Material",Form,Form,Form,"Form, Material",Form,Form,Form,Form,Material,Form
7-2. Parts of the Body (15): Under which categories can we classify the following word? Please select all appropriate criteria.,Tongue,"Form, Color","Form, Color, Material",Form,Form,Form,Form,"Form, Color",Form,"Form, Color, Material",Form,"Form, Material","Form, Color","Form, Color, Material",Form,Form,Form,Form,Form,"Form, Material",Form,Form,"Form, Color","Form, Material",Form,Form,Form,"Form, Color",Material,Form
8-1. Household Items(18): Under which categories can we classify the following word? Please select all appropriate criteria.,Scissors,Form,Form,Form,Form,Form,Form,"Form, Color",Form,"Form, Material",Form,"Form, Material",Form,"Form, Material",Form,Form,Form,Form,Form,"Form, Material","Form, Material",Form,Form,"Form, Material",Form,"Form, Color, Material",Form,"Form, Material",Material,Form
8-1. Household Items(18): Under which categories can we classify the following word? Please select all appropriate criteria.,Rag,Material,Form,Form,Not applicable,Form,Form,"Form, Color, Material",Form,"Form, Material",Form,"Form, Material",Material,Material,"Form, Material",Form,Form,Form,Form,"Form, Material","Form, Color, Material",Form,Form,"Form, Material",Form,"Form, Color, Material",Form,Color,Material,Form
8-1. Household Items(18): Under which categories can we classify the following word? Please select all appropriate criteria.,Plate (More curved and round),"Form, Material",Form,Form,Form,Form,Form,"Form, Color, Material",Form,Form,Form,"Form, Color, Material","Form, Material",Material,Form,Form,Form,Form,Form,"Form, Material","Form, Color, Material",Form,Form,"Form, Material",Form,"Form, Color",Form,Material,Material,Form
